Date,IT Dep.,CostElement,Country,Budget,,
11/01/2020,Data Centers,External Labor,United Kingdom,"3,585",,
12/01/2020,Data Centers,External Labor,United Kingdom,"3,585",,
01/01/2020,Data Centers,External Labor,USA,"298,211",,
02/01/2020,Data Centers,External Labor,USA,"298,211",,
03/01/2020,Data Centers,External Labor,USA,"322,211",,
04/01/2020,Data Centers,External Labor,USA,"297,382",,
05/01/2020,Data Centers,External Labor,USA,"297,382",,
06/01/2020,Data Centers,External Labor,USA,"301,942",,
07/01/2020,Data Centers,External Labor,USA,"301,822",,
08/01/2020,Data Centers,External Labor,USA,"301,822",,
09/01/2020,Data Centers,External Labor,USA,"299,663",,
10/01/2020,Data Centers,External Labor,USA,"299,492",,
11/01/2020,Data Centers,External Labor,USA,"299,492",,
12/01/2020,Data Centers,External Labor,USA,"299,492",,
01/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
02/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
03/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
04/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
05/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
06/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
07/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
08/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
09/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
10/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
11/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
12/01/2020,Data Centers,Hardware,United Kingdom,"42,331",,
01/01/2020,Data Centers,Hardware,USA,"84,293",,
02/01/2020,Data Centers,Hardware,USA,"84,293",,
03/01/2020,Data Centers,Hardware,USA,"113,093",,
04/01/2020,Data Centers,Hardware,USA,"105,593",,
05/01/2020,Data Centers,Hardware,USA,"207,293",,
06/01/2020,Data Centers,Hardware,USA,"107,093",,
07/01/2020,Data Centers,Hardware,USA,"107,693",,
08/01/2020,Data Centers,Hardware,USA,"93,293",,
09/01/2020,Data Centers,Hardware,USA,"84,593",,
10/01/2020,Data Centers,Hardware,USA,"4,500",,
11/01/2020,Data Centers,Hardware,USA,"13,200",,
12/01/2020,Data Centers,Hardware,USA,"4,500",,
01/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
02/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
03/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
04/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
05/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
06/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
07/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
08/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
09/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
10/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
11/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
12/01/2020,Data Centers,Hardware Maintenance,Germany,"1,015",,
01/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
02/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
03/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
04/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
05/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
06/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
07/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
08/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
09/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
10/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
11/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
12/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026",,
01/01/2020,Data Centers,Hardware Maintenance,USA,"166,137",,
02/01/2020,Data Centers,Hardware Maintenance,USA,"192,381",,
03/01/2020,Data Centers,Hardware Maintenance,USA,"96,569",,
04/01/2020,Data Centers,Hardware Maintenance,USA,"146,637",,
05/01/2020,Data Centers,Hardware Maintenance,USA,"190,472",,
06/01/2020,Data Centers,Hardware Maintenance,USA,"94,993",,
07/01/2020,Data Centers,Hardware Maintenance,USA,"174,950",,
08/01/2020,Data Centers,Hardware Maintenance,USA,"214,105",,
09/01/2020,Data Centers,Hardware Maintenance,USA,"112,328",,
10/01/2020,Data Centers,Hardware Maintenance,USA,"170,270",,
11/01/2020,Data Centers,Hardware Maintenance,USA,"214,105",,
12/01/2020,Data Centers,Hardware Maintenance,USA,"107,749",,
01/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
02/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
03/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
04/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
05/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
06/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
07/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
08/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
09/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
10/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
11/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
12/01/2020,Data Centers,Internal Labor,Austria,"3,606",,
01/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
02/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
03/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
04/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
05/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
06/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
07/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
08/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
09/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
10/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
11/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
12/01/2020,Data Centers,Internal Labor,Germany,"11,772",,
01/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
02/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
03/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
04/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
05/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
06/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
07/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
08/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
09/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
10/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
11/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
12/01/2020,Data Centers,Internal Labor,Netherlands,"4,023",,
01/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
02/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
03/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
04/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
05/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
06/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
07/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
08/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
09/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
10/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
11/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
12/01/2020,Data Centers,Internal Labor,Spain,"5,325",,
01/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583",,
02/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583",,
03/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583",,
04/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583",,
05/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583",,
06/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583",,
07/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583",,
08/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583",,
09/01/2020,Data Centers,Internal Labor,United Kingdom,"35,833",,
10/01/2020,Data Centers,Internal Labor,United Kingdom,"35,833",,
11/01/2020,Data Centers,Internal Labor,United Kingdom,"35,833",,
12/01/2020,Data Centers,Internal Labor,United Kingdom,"35,833",,
01/01/2020,Data Centers,Internal Labor,USA,"131,531",,
02/01/2020,Data Centers,Internal Labor,USA,"132,679",,
03/01/2020,Data Centers,Internal Labor,USA,"144,204",,
04/01/2020,Data Centers,Internal Labor,USA,"135,191",,
05/01/2020,Data Centers,Internal Labor,USA,"135,191",,
06/01/2020,Data Centers,Internal Labor,USA,"135,191",,
07/01/2020,Data Centers,Internal Labor,USA,"136,233",,
08/01/2020,Data Centers,Internal Labor,USA,"136,227",,
09/01/2020,Data Centers,Internal Labor,USA,"136,024",,
10/01/2020,Data Centers,Internal Labor,USA,"139,219",,
11/01/2020,Data Centers,Internal Labor,USA,"138,559",,
12/01/2020,Data Centers,Internal Labor,USA,"137,815",,
01/01/2020,Data Centers,Other,Germany,589,,
02/01/2020,Data Centers,Other,Germany,589,,
03/01/2020,Data Centers,Other,Germany,589,,
04/01/2020,Data Centers,Other,Germany,589,,
05/01/2020,Data Centers,Other,Germany,589,,
06/01/2020,Data Centers,Other,Germany,589,,
07/01/2020,Data Centers,Other,Germany,589,,
08/01/2020,Data Centers,Other,Germany,589,,
09/01/2020,Data Centers,Other,Germany,589,,
10/01/2020,Data Centers,Other,Germany,589,,
11/01/2020,Data Centers,Other,Germany,589,,
12/01/2020,Data Centers,Other,Germany,589,,
01/01/2020,Data Centers,Other,United Kingdom,"2,700",,
02/01/2020,Data Centers,Other,United Kingdom,"2,700",,
03/01/2020,Data Centers,Other,United Kingdom,"2,700",,
04/01/2020,Data Centers,Other,United Kingdom,"2,700",,
05/01/2020,Data Centers,Other,United Kingdom,"2,700",,
06/01/2020,Data Centers,Other,United Kingdom,"2,700",,
07/01/2020,Data Centers,Other,United Kingdom,"2,700",,
08/01/2020,Data Centers,Other,United Kingdom,"2,700",,
09/01/2020,Data Centers,Other,United Kingdom,"2,700",,
10/01/2020,Data Centers,Other,United Kingdom,"2,700",,
11/01/2020,Data Centers,Other,United Kingdom,"2,700",,
12/01/2020,Data Centers,Other,United Kingdom,"2,700",,
02/01/2020,Data Centers,Other,USA,"1,500",,
04/01/2020,Data Centers,Other,USA,"1,500",,
07/01/2020,Data Centers,Other,USA,"1,500",,
08/01/2020,Data Centers,Other,USA,"1,500",,
03/01/2020,Data Centers,Project Expenses,USA,"6,876",,
01/01/2020,Data Centers,Recognition,USA,64,,
02/01/2020,Data Centers,Recognition,USA,64,,
03/01/2020,Data Centers,Recognition,USA,64,,
04/01/2020,Data Centers,Recognition,USA,64,,
05/01/2020,Data Centers,Recognition,USA,64,,
06/01/2020,Data Centers,Recognition,USA,64,,
07/01/2020,Data Centers,Recognition,USA,64,,
08/01/2020,Data Centers,Recognition,USA,64,,
09/01/2020,Data Centers,Recognition,USA,64,,
10/01/2020,Data Centers,Recognition,USA,64,,
11/01/2020,Data Centers,Recognition,USA,64,,
12/01/2020,Data Centers,Recognition,USA,64,,
01/01/2020,Data Centers,Software,USA,"25,674",,
02/01/2020,Data Centers,Software,USA,"25,674",,
03/01/2020,Data Centers,Software,USA,"25,674",,
04/01/2020,Data Centers,Software,USA,"25,674",,
05/01/2020,Data Centers,Software,USA,"24,222",,
06/01/2020,Data Centers,Software,USA,"13,886",,
07/01/2020,Data Centers,Software,USA,"12,744",,
08/01/2020,Data Centers,Software,USA,"12,744",,
09/01/2020,Data Centers,Software,USA,"12,744",,
10/01/2020,Data Centers,Software,USA,"11,644",,
11/01/2020,Data Centers,Software,USA,"11,644",,
12/01/2020,Data Centers,Software,USA,"11,644",,
01/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
02/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
03/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
04/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
05/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
06/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
07/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
08/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
09/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
10/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
11/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
12/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743",,
01/01/2020,Data Centers,Software Maintenance,USA,"112,690",,
02/01/2020,Data Centers,Software Maintenance,USA,"110,775",,
03/01/2020,Data Centers,Software Maintenance,USA,"139,760",,
04/01/2020,Data Centers,Software Maintenance,USA,"115,740",,
05/01/2020,Data Centers,Software Maintenance,USA,"111,598",,
06/01/2020,Data Centers,Software Maintenance,USA,"140,456",,
07/01/2020,Data Centers,Software Maintenance,USA,"127,583",,
08/01/2020,Data Centers,Software Maintenance,USA,"136,297",,
09/01/2020,Data Centers,Software Maintenance,USA,"133,281",,
10/01/2020,Data Centers,Software Maintenance,USA,"113,122",,
11/01/2020,Data Centers,Software Maintenance,USA,"119,410",,
12/01/2020,Data Centers,Software Maintenance,USA,"122,484",,
01/01/2020,Data Centers,Supplies,Austria,49,,
02/01/2020,Data Centers,Supplies,Austria,49,,
03/01/2020,Data Centers,Supplies,Austria,49,,
04/01/2020,Data Centers,Supplies,Austria,49,,
05/01/2020,Data Centers,Supplies,Austria,49,,
06/01/2020,Data Centers,Supplies,Austria,49,,
07/01/2020,Data Centers,Supplies,Austria,49,,
08/01/2020,Data Centers,Supplies,Austria,49,,
09/01/2020,Data Centers,Supplies,Austria,49,,
10/01/2020,Data Centers,Supplies,Austria,49,,
11/01/2020,Data Centers,Supplies,Austria,49,,
12/01/2020,Data Centers,Supplies,Austria,49,,
01/01/2020,Data Centers,Supplies,Germany,49,,
02/01/2020,Data Centers,Supplies,Germany,49,,
03/01/2020,Data Centers,Supplies,Germany,49,,
04/01/2020,Data Centers,Supplies,Germany,49,,
05/01/2020,Data Centers,Supplies,Germany,49,,
06/01/2020,Data Centers,Supplies,Germany,49,,
07/01/2020,Data Centers,Supplies,Germany,49,,
08/01/2020,Data Centers,Supplies,Germany,49,,
09/01/2020,Data Centers,Supplies,Germany,49,,
10/01/2020,Data Centers,Supplies,Germany,49,,
11/01/2020,Data Centers,Supplies,Germany,49,,
12/01/2020,Data Centers,Supplies,Germany,49,,
01/01/2020,Data Centers,Supplies,Spain,24,,
02/01/2020,Data Centers,Supplies,Spain,24,,
03/01/2020,Data Centers,Supplies,Spain,24,,
04/01/2020,Data Centers,Supplies,Spain,24,,
05/01/2020,Data Centers,Supplies,Spain,24,,
06/01/2020,Data Centers,Supplies,Spain,24,,
07/01/2020,Data Centers,Supplies,Spain,24,,
08/01/2020,Data Centers,Supplies,Spain,24,,
09/01/2020,Data Centers,Supplies,Spain,24,,
10/01/2020,Data Centers,Supplies,Spain,24,,
11/01/2020,Data Centers,Supplies,Spain,24,,
12/01/2020,Data Centers,Supplies,Spain,24,,
01/01/2020,Data Centers,Supplies,United Kingdom,248,,
02/01/2020,Data Centers,Supplies,United Kingdom,248,,
03/01/2020,Data Centers,Supplies,United Kingdom,248,,
04/01/2020,Data Centers,Supplies,United Kingdom,248,,
05/01/2020,Data Centers,Supplies,United Kingdom,248,,
06/01/2020,Data Centers,Supplies,United Kingdom,248,,
07/01/2020,Data Centers,Supplies,United Kingdom,248,,
08/01/2020,Data Centers,Supplies,United Kingdom,248,,
09/01/2020,Data Centers,Supplies,United Kingdom,248,,
10/01/2020,Data Centers,Supplies,United Kingdom,248,,
11/01/2020,Data Centers,Supplies,United Kingdom,248,,
12/01/2020,Data Centers,Supplies,United Kingdom,248,,
01/01/2020,Data Centers,Supplies,USA,750,,
02/01/2020,Data Centers,Supplies,USA,750,,
03/01/2020,Data Centers,Supplies,USA,750,,
04/01/2020,Data Centers,Supplies,USA,750,,
05/01/2020,Data Centers,Supplies,USA,750,,
06/01/2020,Data Centers,Supplies,USA,750,,
07/01/2020,Data Centers,Supplies,USA,750,,
08/01/2020,Data Centers,Supplies,USA,750,,
09/01/2020,Data Centers,Supplies,USA,750,,
10/01/2020,Data Centers,Supplies,USA,750,,
11/01/2020,Data Centers,Supplies,USA,750,,
12/01/2020,Data Centers,Supplies,USA,750,,
01/01/2020,Data Centers,Taxes,USA,"11,550",,
02/01/2020,Data Centers,Taxes,USA,"11,550",,
03/01/2020,Data Centers,Taxes,USA,"11,550",,
04/01/2020,Data Centers,Taxes,USA,"11,550",,
05/01/2020,Data Centers,Taxes,USA,"11,550",,
06/01/2020,Data Centers,Taxes,USA,"11,550",,
07/01/2020,Data Centers,Taxes,USA,"11,550",,
08/01/2020,Data Centers,Taxes,USA,"11,550",,
09/01/2020,Data Centers,Taxes,USA,"11,550",,
10/01/2020,Data Centers,Taxes,USA,"11,550",,
11/01/2020,Data Centers,Taxes,USA,"11,550",,
12/01/2020,Data Centers,Taxes,USA,"11,550",,
01/01/2020,Data Centers,Telecomm,Austria,84,,
02/01/2020,Data Centers,Telecomm,Austria,84,,
03/01/2020,Data Centers,Telecomm,Austria,84,,
04/01/2020,Data Centers,Telecomm,Austria,84,,
05/01/2020,Data Centers,Telecomm,Austria,84,,
06/01/2020,Data Centers,Telecomm,Austria,84,,
07/01/2020,Data Centers,Telecomm,Austria,84,,
08/01/2020,Data Centers,Telecomm,Austria,84,,
09/01/2020,Data Centers,Telecomm,Austria,84,,
10/01/2020,Data Centers,Telecomm,Austria,84,,
11/01/2020,Data Centers,Telecomm,Austria,84,,
12/01/2020,Data Centers,Telecomm,Austria,84,,
01/01/2020,Data Centers,Telecomm,Germany,84,,
02/01/2020,Data Centers,Telecomm,Germany,84,,
03/01/2020,Data Centers,Telecomm,Germany,84,,
04/01/2020,Data Centers,Telecomm,Germany,84,,
05/01/2020,Data Centers,Telecomm,Germany,84,,
06/01/2020,Data Centers,Telecomm,Germany,84,,
07/01/2020,Data Centers,Telecomm,Germany,84,,
08/01/2020,Data Centers,Telecomm,Germany,84,,
09/01/2020,Data Centers,Telecomm,Germany,84,,
10/01/2020,Data Centers,Telecomm,Germany,84,,
11/01/2020,Data Centers,Telecomm,Germany,84,,
12/01/2020,Data Centers,Telecomm,Germany,84,,
01/01/2020,Data Centers,Telecomm,Spain,49,,
02/01/2020,Data Centers,Telecomm,Spain,49,,
03/01/2020,Data Centers,Telecomm,Spain,49,,
04/01/2020,Data Centers,Telecomm,Spain,49,,
05/01/2020,Data Centers,Telecomm,Spain,49,,
06/01/2020,Data Centers,Telecomm,Spain,49,,
07/01/2020,Data Centers,Telecomm,Spain,49,,
08/01/2020,Data Centers,Telecomm,Spain,49,,
09/01/2020,Data Centers,Telecomm,Spain,49,,
10/01/2020,Data Centers,Telecomm,Spain,49,,
11/01/2020,Data Centers,Telecomm,Spain,49,,
12/01/2020,Data Centers,Telecomm,Spain,49,,
01/01/2020,Data Centers,Telecomm,United Kingdom,140,,
02/01/2020,Data Centers,Telecomm,United Kingdom,140,,
03/01/2020,Data Centers,Telecomm,United Kingdom,140,,
04/01/2020,Data Centers,Telecomm,United Kingdom,140,,
05/01/2020,Data Centers,Telecomm,United Kingdom,140,,
06/01/2020,Data Centers,Telecomm,United Kingdom,140,,
07/01/2020,Data Centers,Telecomm,United Kingdom,140,,
08/01/2020,Data Centers,Telecomm,United Kingdom,140,,
09/01/2020,Data Centers,Telecomm,United Kingdom,140,,
10/01/2020,Data Centers,Telecomm,United Kingdom,140,,
11/01/2020,Data Centers,Telecomm,United Kingdom,140,,
12/01/2020,Data Centers,Telecomm,United Kingdom,140,,
01/01/2020,Data Centers,Telecomm,USA,"5,250",,
02/01/2020,Data Centers,Telecomm,USA,"5,250",,
03/01/2020,Data Centers,Telecomm,USA,"5,250",,
04/01/2020,Data Centers,Telecomm,USA,"5,250",,
05/01/2020,Data Centers,Telecomm,USA,"5,250",,
06/01/2020,Data Centers,Telecomm,USA,"5,250",,
07/01/2020,Data Centers,Telecomm,USA,"5,250",,
08/01/2020,Data Centers,Telecomm,USA,"5,250",,
09/01/2020,Data Centers,Telecomm,USA,"5,250",,
10/01/2020,Data Centers,Telecomm,USA,"5,250",,
11/01/2020,Data Centers,Telecomm,USA,"5,250",,
12/01/2020,Data Centers,Telecomm,USA,"5,250",,
01/01/2020,Data Centers,Training,Austria,170,,
02/01/2020,Data Centers,Training,Austria,170,,
03/01/2020,Data Centers,Training,Austria,170,,
04/01/2020,Data Centers,Training,Austria,170,,
05/01/2020,Data Centers,Training,Austria,170,,
06/01/2020,Data Centers,Training,Austria,170,,
07/01/2020,Data Centers,Training,Austria,170,,
08/01/2020,Data Centers,Training,Austria,170,,
09/01/2020,Data Centers,Training,Austria,170,,
10/01/2020,Data Centers,Training,Austria,170,,
11/01/2020,Data Centers,Training,Austria,170,,
12/01/2020,Data Centers,Training,Austria,170,,
01/01/2020,Data Centers,Training,Germany,170,,
02/01/2020,Data Centers,Training,Germany,170,,
03/01/2020,Data Centers,Training,Germany,170,,
04/01/2020,Data Centers,Training,Germany,170,,
05/01/2020,Data Centers,Training,Germany,170,,
06/01/2020,Data Centers,Training,Germany,170,,
07/01/2020,Data Centers,Training,Germany,170,,
08/01/2020,Data Centers,Training,Germany,170,,
09/01/2020,Data Centers,Training,Germany,170,,
10/01/2020,Data Centers,Training,Germany,170,,
11/01/2020,Data Centers,Training,Germany,170,,
12/01/2020,Data Centers,Training,Germany,170,,
01/01/2020,Data Centers,Training,Spain,24,,
02/01/2020,Data Centers,Training,Spain,24,,
03/01/2020,Data Centers,Training,Spain,24,,
04/01/2020,Data Centers,Training,Spain,24,,
05/01/2020,Data Centers,Training,Spain,24,,
06/01/2020,Data Centers,Training,Spain,24,,
07/01/2020,Data Centers,Training,Spain,24,,
08/01/2020,Data Centers,Training,Spain,24,,
09/01/2020,Data Centers,Training,Spain,24,,
10/01/2020,Data Centers,Training,Spain,24,,
11/01/2020,Data Centers,Training,Spain,24,,
12/01/2020,Data Centers,Training,Spain,24,,
01/01/2020,Data Centers,Training,United Kingdom,413,,
02/01/2020,Data Centers,Training,United Kingdom,413,,
03/01/2020,Data Centers,Training,United Kingdom,413,,
04/01/2020,Data Centers,Training,United Kingdom,413,,
05/01/2020,Data Centers,Training,United Kingdom,413,,
06/01/2020,Data Centers,Training,United Kingdom,413,,
07/01/2020,Data Centers,Training,United Kingdom,413,,
08/01/2020,Data Centers,Training,United Kingdom,413,,
09/01/2020,Data Centers,Training,United Kingdom,413,,
10/01/2020,Data Centers,Training,United Kingdom,413,,
11/01/2020,Data Centers,Training,United Kingdom,413,,
12/01/2020,Data Centers,Training,United Kingdom,413,,
01/01/2020,Data Centers,Training,USA,900,,
02/01/2020,Data Centers,Training,USA,"3,600",,
03/01/2020,Data Centers,Training,USA,600,,
04/01/2020,Data Centers,Training,USA,900,,
05/01/2020,Data Centers,Training,USA,"3,600",,
06/01/2020,Data Centers,Training,USA,600,,
07/01/2020,Data Centers,Training,USA,900,,
08/01/2020,Data Centers,Training,USA,"3,600",,
09/01/2020,Data Centers,Training,USA,600,,
10/01/2020,Data Centers,Training,USA,900,,
11/01/2020,Data Centers,Training,USA,"3,600",,
12/01/2020,Data Centers,Training,USA,600,,
01/01/2020,Data Centers,Travel,Austria,72,,
02/01/2020,Data Centers,Travel,Austria,72,,
03/01/2020,Data Centers,Travel,Austria,72,,
04/01/2020,Data Centers,Travel,Austria,72,,
05/01/2020,Data Centers,Travel,Austria,72,,
06/01/2020,Data Centers,Travel,Austria,72,,
07/01/2020,Data Centers,Travel,Austria,72,,
08/01/2020,Data Centers,Travel,Austria,72,,
09/01/2020,Data Centers,Travel,Austria,72,,
10/01/2020,Data Centers,Travel,Austria,72,,
11/01/2020,Data Centers,Travel,Austria,72,,
12/01/2020,Data Centers,Travel,Austria,72,,
01/01/2020,Data Centers,Travel,Germany,408,,
02/01/2020,Data Centers,Travel,Germany,408,,
03/01/2020,Data Centers,Travel,Germany,408,,
04/01/2020,Data Centers,Travel,Germany,408,,
05/01/2020,Data Centers,Travel,Germany,408,,
06/01/2020,Data Centers,Travel,Germany,408,,
07/01/2020,Data Centers,Travel,Germany,408,,
08/01/2020,Data Centers,Travel,Germany,408,,
09/01/2020,Data Centers,Travel,Germany,408,,
10/01/2020,Data Centers,Travel,Germany,408,,
11/01/2020,Data Centers,Travel,Germany,408,,
12/01/2020,Data Centers,Travel,Germany,408,,
01/01/2020,Data Centers,Travel,Spain,193,,
02/01/2020,Data Centers,Travel,Spain,193,,
03/01/2020,Data Centers,Travel,Spain,193,,
04/01/2020,Data Centers,Travel,Spain,193,,
05/01/2020,Data Centers,Travel,Spain,193,,
06/01/2020,Data Centers,Travel,Spain,193,,
07/01/2020,Data Centers,Travel,Spain,193,,
08/01/2020,Data Centers,Travel,Spain,193,,
09/01/2020,Data Centers,Travel,Spain,193,,
10/01/2020,Data Centers,Travel,Spain,193,,
11/01/2020,Data Centers,Travel,Spain,193,,
12/01/2020,Data Centers,Travel,Spain,193,,
01/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
02/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
03/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
04/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
05/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
06/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
07/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
08/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
09/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
10/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
11/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
12/01/2020,Data Centers,Travel,United Kingdom,"1,553",,
01/01/2020,Data Centers,Travel,USA,"2,145",,
02/01/2020,Data Centers,Travel,USA,"4,245",,
03/01/2020,Data Centers,Travel,USA,"2,145",,
04/01/2020,Data Centers,Travel,USA,"2,145",,
05/01/2020,Data Centers,Travel,USA,"3,645",,
06/01/2020,Data Centers,Travel,USA,"2,745",,
07/01/2020,Data Centers,Travel,USA,"2,145",,
08/01/2020,Data Centers,Travel,USA,"3,645",,
09/01/2020,Data Centers,Travel,USA,"2,745",,
10/01/2020,Data Centers,Travel,USA,"2,745",,
11/01/2020,Data Centers,Travel,USA,"3,645",,
12/01/2020,Data Centers,Travel,USA,"2,145",,
01/01/2020,Data Management,Internal Labor,Germany,"4,023",,
02/01/2020,Data Management,Internal Labor,Germany,"4,023",,
03/01/2020,Data Management,Internal Labor,Germany,"4,023",,
04/01/2020,Data Management,Internal Labor,Germany,"4,023",,
05/01/2020,Data Management,Internal Labor,Germany,"4,023",,
06/01/2020,Data Management,Internal Labor,Germany,"4,023",,
07/01/2020,Data Management,Internal Labor,Germany,"4,023",,
08/01/2020,Data Management,Internal Labor,Germany,"4,023",,
09/01/2020,Data Management,Internal Labor,Germany,"4,023",,
10/01/2020,Data Management,Internal Labor,Germany,"4,023",,
11/01/2020,Data Management,Internal Labor,Germany,"4,023",,
12/01/2020,Data Management,Internal Labor,Germany,"4,023",,
01/01/2020,Data Management,Internal Labor,Spain,"4,023",,
02/01/2020,Data Management,Internal Labor,Spain,"4,023",,
03/01/2020,Data Management,Internal Labor,Spain,"4,023",,
